group_type,group_key,companies_count,risk_companies_count,avg_criticality_score,max_criticality_score,interpretation,interpretation_reason
address,0163cceb20f5,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,02f039058bd4,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,040d45ccc13c,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,04115ec378e4,1,1,2.4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,066d47ae0c1f,1,7,3.7142857142857144,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,06c284d3f757,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,077fd57e57aa,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,084a8a9aa8cc,1,3,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,09ab23b6b607,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,09eb27dec1a4,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,09fb05dd477d,1,1,2,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,0aa1883c6411,1,0,1.8,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,0c72cb7ee151,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,0d441de75945,1,9,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,0d7f9017fbda,1,9,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,0e087ec55dcb,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1175defd049d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,11dd08ef8df4,1,10,3.9,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,12e35d9186dd,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,139c3c1b7ca4,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,16bda725ae44,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,16e6a3326dd7,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1980fa3bbff7,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,19ca14e7ea63,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1e0f65eb20ac,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1e669a61fb93,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1e747ddbea99,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1e7875cf32d3,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1eb590c1259f,1,7,3.7142857142857144,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1fb36c4ccf88,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,1fc5309ccc65,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,2151b4c76b4d,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,234e691320c0,1,5,3.4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,23ce1851341e,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,250b164d84ea,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,28659414dab9,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,29263a8cf61f,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,2adcefe38fbc,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,2cd4e8a2ce08,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,2e64da0bae6a,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,2e6d9c6052e9,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3001ef257407,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,30bb3825e8f6,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,33c5f5bff65a,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,358aee4cc897,1,4,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3817157c9127,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,39b8f7215826,1,2,2.25,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3a2a9aef4cbe,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3bf75f7173e9,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3ce6d3c8830d,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3e883840fee4,1,3,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,3f4366aeb9c1,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,4175a4b46a45,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,42cbf4730aea,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,43cf3ae60279,1,2,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,45b4f8abe6c1,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,482db0ecc10b,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,496e05e1aea0,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,49856ed476ad,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,499864301513,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,4a3050ae2c77,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,4d95d05a4fc4,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,4f714c73db51,1,9,3.888888888888889,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,51594de14eeb,1,9,3.6666666666666665,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,519c84155964,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,51e6d6e67995,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,544defa9fddf,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,58ec998e5f04,1,1,2.6666666666666665,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5a2a330b175f,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5a9542c77301,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5b9373fc1691,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5ba47c07b9b6,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5bce843dd76d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5be278a9e02b,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5e02b868a916,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,5ec91aac30ea,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,605ac7e4c16b,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,62d90d223cf3,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,66be31e4c40d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,68053af2923e,1,7,3.7142857142857144,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6933b5648c59,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6a711a119a8a,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6a783b626a6d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6ba0bf4c0fe3,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6bc24fc1ab65,1,9,3.6363636363636362,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6be93f7a96fe,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6c990b7aca7b,1,2,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6f3ef77ac0e3,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,6fe6a8a6e6cb,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7059b7dea43d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,71f538c5db46,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,722caafb4825,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7302e3f5e7c0,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,74f23f9e28cb,1,2,3,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,75ac2c91d93e,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,76b7a3a5cf67,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,77d2afcb31f6,1,3,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,78f1893678af,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7985672db979,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7c590f014901,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7d5430cf85f7,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7e8d7e5ccbdd,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,7ec12aa91918,1,1,2,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,812b4ba287f5,1,9,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,8207f8d79c22,1,3,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,84fec9a8e458,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,85690f81aadc,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,8576a5108a04,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,8860a4e27cbb,1,2,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,8c74b88f3daf,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,900ed5ed4aee,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,943aa0fcda4e,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,955d864a6265,1,4,3.25,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,95a0810a93a8,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,95e62984b87e,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,97737a7937a1,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,986648642d1a,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,98f137082101,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,99adff456950,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,9cd78264cf2c,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,9cea886b9f44,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,9e6a921fbc42,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,9f810ebd27f4,1,3,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,a226e450e214,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,a22d33b4a00c,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,a33f5792b2a9,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,a48251d4c143,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,a6869a35be89,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,aa486f25175c,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ab49b208848a,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ac10ec1ace51,1,10,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ad9d4d2bc536,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,aecad4232992,1,1,2,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b05851605ad0,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b2005ea31710,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b4aa00bc1c59,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b73ce398c39f,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b848edae2587,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,b9009beb804f,1,3,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,bc6dc48b743d,1,1,2.25,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,bd470ca955d9,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,be315e7f05e9,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,bee3d07327a2,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,bf424cb7b0de,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,c02d0450cdd7,1,2,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,c0e8517b1fe0,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,c344336196d5,1,1,2.5,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,c42f76f3b235,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,c783eed3cfc1,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ca5150ff1c65,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ca886eb9edb6,1,3,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ca9541826e97,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,cba0a4ee5ccd,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,cbf8710b43df,1,9,3.4166666666666665,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,cdbc9bca0a9f,1,3,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ce2b9a26bddc,1,0,1.5,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ce47be4abd80,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ce78d1da254c,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,cf79ae6addba,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d3a7f48c12e6,1,5,3.8,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d464b5ac99e7,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d5756748da7d,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d5ff135377d3,1,11,3.8181818181818183,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d6bcb486f72a,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,d79c6256b9bd,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,da11e8cd1811,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,db5cea26ca37,1,7,3.857142857142857,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,dba4c1a11747,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,dead35fa1512,1,0,2,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e025b6279c1b,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e16e74a63567,1,5,3.2,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e2c0be24560d,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e2c4c0b38669,1,7,3.7142857142857144,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e515df0d202a,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e551d3ddbf87,1,1,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e5841df2166d,1,2,3.3333333333333335,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e61eaa38aed6,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e904831f48e7,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,e9287a53b946,1,1,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,eb1848290d5a,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ebe4bab9796d,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ec20019911a7,1,0,1,1,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,eca89c0554ce,1,2,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ef0d17b3bdb4,1,5,3.6,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,ef2a4be5473a,1,2,3,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,f69543a0f1b1,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,f6c9dc70ecfd,1,3,4,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,f75b757d3459,2,3,2.4285714285714284,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,fb4c48608ce8,1,2,3.5,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,fbaafc6ec0f0,1,1,2,3,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,fc9e62695def,1,3,3,4,neutral,Группа не демонстрирует устойчивого рискового паттерна.
address,feb93033a7ab,1,0,1.6666666666666667,2,neutral,Группа не демонстрирует устойчивого рискового паттерна.
